Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-055089,2020-12,12/6/2020 22:30,Y, , ,1, ,51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,4167,FLAD,27,,,4167,FLAD,0,0
20-055062,2020-12,12/6/2020 22:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,1900,HAMPTON AVE,12,STREET DEPARTMENT, ,1900,HAMPTON,880896.1,1014741
20-055052,2020-12,12/6/2020 22:30,Y, , ,1, ,38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,110,N 17TH ST,36, , ,919,JEFFERSON,904545.1,1018315
20-055114,2020-12,12/6/2020 23:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,2906,HEBERT,59,,,2906,HEBERT,0,0
20-055054,2020-12,12/6/2020 23:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,6336,S GRAND BLVD,1, ,INTRADA ST. LOUIS APARTMENTS,6336,GRAND,889082.8,993740.8
20-055058,2020-12,12/6/2020 23:20,Y, , ,1, ,38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,303,UNION BLVD,47, ,PARKED AT WESTERN CURB,275,UNION,884719.6,1024754
20-057017,2020-12,12/7/2020 0:00,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3919,ALBERTA,16,,,3919,ALBERTA,0,0
20-055204,2020-12,12/7/2020 0:01,Y, , ,1, ,21000,3,RAPE -- FORCIBLE                                  ,3500,,19,,,,,0,0
20-055176,2020-12,12/7/2020 0:01,Y, , ,1, ,65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5390,MARTIN LUTHER KING,78,HUMBLE SILVERBACKS,,5390,DR MARTIN LUTHER KING,0,0
20-055059,2020-12,12/7/2020 0:04,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,0,ELLIOTT AVE / SULLIVAN AVE,59, , ,2623,SULLIVAN,901790.2,1027972
20-055063,2020-12,12/7/2020 0:30,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING                          ,3834,CHIPPEWA,16, , ,3834,CHIPPEWA,891522.1,1003481
20-055161,2020-12,12/7/2020 1:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",920,TAYLOR,39,,,920,TAYLOR,0,0
20-055065,2020-12,12/7/2020 1:17,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4107,OREGON AVE,16, , ,4107,OREGON,896212.4,1000589
20-055067,2020-12,12/7/2020 1:18,Y, , ,1, ,10000,4,HOMICIDE                                          ,1113,SALISBURY ST,65, , ,1113,SALISBURY,906468.6,1029947
20-055070,2020-12,12/7/2020 1:30,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,300,N 4TH ST,35, ,@MANSION HOUSE,300,4TH,909633.8,1017651
20-055069,2020-12,12/7/2020 2:24,Y, , ,1, ,41011,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4974,PARKER AVE,14, , ,4974,PARKER,884774.5,1007004
20-055071,2020-12,12/7/2020 3:25,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,920,S. TAYLOR,39,Home 2 Suites by Hilton,,920,TAYLOR,0,0
20-055078,2020-12,12/7/2020 4:00,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",3310,ITASKA,17,,,,,0,0
20-055075,2020-12,12/7/2020 4:00,Y, , ,1, ,52212,2,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE         ,3505,SPRING,15,Grey Fox,,3505,SPRING,0,0
20-055076,2020-12,12/7/2020 4:30,Y, , ,1, ,32111,1,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL         ,4327,OSCEOLA,5,,,4327,OSCEOLA,0,0
20-055090,2020-12,12/7/2020 5:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4303,STRODTMAN,66,,,4303,STRODTMAN,0,0
20-055074,2020-12,12/7/2020 5:10,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4355,BROADWAY,17,Conoco,,4355,BROADWAY,0,0
20-055077,2020-12,12/7/2020 5:30,Y, , ,1, ,42015,5,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC          ,1437,TEMPLE,78,,,1437,TEMPLE,0,0
20-055164,2020-12,12/7/2020 6:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,72,,,,,0,0
20-055093,2020-12,12/7/2020 6:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2617,14TH,63,,,2617,14TH,0,0
20-055081,2020-12,12/7/2020 7:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4417,DONOVAN,8,,,4417,DONOVAN,0,0
20-055083,2020-12,12/7/2020 7:15,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,,,2,,,,,0,0
20-055146,2020-12,12/7/2020 7:45,Y, , ,1, ,51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4100,FLORA,27,,,4100,FLORA,0,0
20-056378,2020-12,12/7/2020 8:00,Y, , ,1, ,103000,2,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT    ,6737,DEVONSHIRE,8,,,6737,DEVONSHIRE,0,0
20-056446,2020-12,12/7/2020 8:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL                            ,2200,JEFFERSON,23,,,2200,JEFFERSON,0,0
20-055158,2020-12,12/7/2020 8:20,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3705,BATES,3,,,3705,BATES,0,0
20-055174,2020-12,12/7/2020 9:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4567,DURANT,71,,,4567,DURANT,0,0
20-055156,2020-12,12/7/2020 9:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,5054,QUEENS,71,,,5054,QUEENS,0,0
20-055122,2020-12,12/7/2020 9:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,1000,ADELAIDE,85,,,2337,GRAND,0,0
20-055102,2020-12,12/7/2020 9:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,4981,THRUSH,72,,,4981,THRUSH,0,0
20-056371,2020-12,12/7/2020 9:30,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1100,GRATTAN,33,,,,,0,0
20-055105,2020-12,12/7/2020 10:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3936,,58,,,3936,COOK,0,0
20-055110,2020-12,12/7/2020 10:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4494,BESSIE,69,,,4494,BESSIE,0,0
20-057513,2020-12,12/7/2020 10:00,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2835,KEOKUK,16,,,2835,KEOKUK,0,0
20-055111,2020-12,12/7/2020 10:35,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,,56,,,,,0,0
20-055118,2020-12,12/7/2020 11:00,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,7848,BANDERO,1,SOUTHWEST APARTMENTS,,7848,BANDERO,0,0
20-055128,2020-12,12/7/2020 11:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3210,LOUIS,59,,,3210,ST LOUIS,0,0
20-055121,2020-12,12/7/2020 11:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4660,ADKINS,5,,,4660,ADKINS,0,0
20-055124,2020-12,12/7/2020 12:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5724,COTE BRILLIANTE,50,,,5724,COTE BRILLIANTE,0,0
20-055891,2020-12,12/7/2020 12:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,957,BELLERIVE,1,,,957,BELLERIVE,0,0
20-055313,2020-12,12/7/2020 12:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,2901,TAYLOR,56,,,2901,TAYLOR,0,0
20-055296,2020-12,12/7/2020 12:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",2514,MINNESOTA,25,,,2514,MINNESOTA,0,0
20-055233,2020-12,12/7/2020 12:50,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999                  ",2134,COMPTON,26,,,2134,COMPTON,0,0
20-055145,2020-12,12/7/2020 13:00,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,,,37,,,,,0,0
20-055242,2020-12,12/7/2020 13:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,,GRAND PAGE,77,,,,,0,0
20-056408,2020-12,12/7/2020 13:30,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5127,WATERMAN,38,,,5127,WATERMAN,0,0
20-055148,2020-12,12/7/2020 14:10,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3007,OSAGE,16,,,3007,OSAGE,0,0
20-055255,2020-12,12/7/2020 14:30,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",5754,CHIPPEWA,7,,,5754,CHIPPEWA,0,0
20-055154,2020-12,12/7/2020 14:30,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4705,MCMILLAN,53,,,1009,WALTON,0,0
20-055179,2020-12,12/7/2020 14:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,64,,,,,0,0
20-056191,2020-12,12/7/2020 15:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,3021,SIDNEY,25,,,3021,SIDNEY,0,0
20-055198,2020-12,12/7/2020 15:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1600,PINE,36,,,1600,PINE,0,0
20-056092,2020-12,12/7/2020 15:00,Y, , ,1, ,52112,2,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,5451,ARSENAL,13,,,5451,ARSENAL,0,0
20-055162,2020-12,12/7/2020 15:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,4,,35,,,,,0,0
20-055205,2020-12,12/7/2020 15:30,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,902,BROADWAY,35,BP,,902,BROADWAY,0,0
20-055205,2020-12,12/7/2020 15:30,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,902,BROADWAY,35,BP,,902,BROADWAY,0,0
20-055171,2020-12,12/7/2020 15:57,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999              ",2310,MCCAUSLAND,10,Walgreens,,2310,MCCAUSLAND,0,0
20-055251,2020-12,12/7/2020 16:00,Y, , ,1, ,51122,6,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4053,SHREVE,69,,,4053,SHREVE,0,0
20-055256,2020-12,12/7/2020 16:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500                  ,4517,LOUIS,56,,,4517,ST LOUIS,0,0
20-055372,2020-12,12/7/2020 16:00,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,8617,ORIOLE,74,,,8617,ORIOLE,0,0
20-056737,2020-12,12/7/2020 16:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL                            ,7915,CHURCH,74,,,7915,CHURCH,0,0
20-055168,2020-12,12/7/2020 16:02,Y, , ,1, ,250000,6,LOITERING-BEGGING                                 ,,,55,,,,,0,0
20-055261,2020-12,12/7/2020 16:20,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999              ",315,9TH,35,Culinaria,,315,9TH,0,0
20-055175,2020-12,12/7/2020 16:30,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4401,ATHLONE,66,,,4401,ATHLONE,0,0
20-055186,2020-12,12/7/2020 16:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,70,,,4014,UNION,0,0
20-055178,2020-12,12/7/2020 16:45,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,69,,,,,0,0
20-056357,2020-12,12/7/2020 17:00,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999              ",4497,PERSHING,38,,,4497,PERSHING,0,0
20-055182,2020-12,12/7/2020 17:00,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,5200,LOUISANA,1,,,5201,ALASKA,0,0
20-055223,2020-12,12/7/2020 17:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",7036,CLAYTON,44,,,7036,CLAYTON,0,0
20-055295,2020-12,12/7/2020 17:30,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4610,CHIPPEWA,5,HARBOR FREIGHT TOOLS,,4610,CHIPPEWA,0,0
20-055231,2020-12,12/7/2020 18:00,Y, , ,1, ,64701,6,LARCENY-FROM MTR VEH UNDER $500                   ,5316,HARNEY,71,,,5316,HARNEY,0,0
20-055257,2020-12,12/7/2020 18:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",10,,35,,,917,SPRUCE,0,0
20-055274,2020-12,12/7/2020 18:00,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999               ",7036,CLAYTON,44,,,7036,CLAYTON,0,0
20-055189,2020-12,12/7/2020 18:10,Y, , ,1, ,44015,4,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,3211,SAINT LOUIS,59,,,3211,SAINT LOUIS,0,0
20-055229,2020-12,12/7/2020 18:30,Y, , ,1, ,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE                    ,2232,GRAND,26,,,2232,GRAND,0,0
20-055195,2020-12,12/7/2020 18:30,Y, , ,1, ,41013,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE      ,,,65,,,,,0,0
20-055228,2020-12,12/7/2020 18:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,1520,SALISBURY,65,,,1520,SALISBURY,0,0
20-055240,2020-12,12/7/2020 19:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,7032,PLAINVIEW,9,,,7032,PLAINVIEW,0,0
20-055216,2020-12,12/7/2020 19:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4607,BESSIE,69,,,4607,BESSIE,0,0
20-055254,2020-12,12/7/2020 19:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,5228,VERMONT,1,,,5228,VERMONT,0,0
20-055376,2020-12,12/7/2020 19:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500                  ,4311,MORGANFORD,5,,,4311,MORGANFORD,0,0
20-056356,2020-12,12/7/2020 19:26,Y, , ,1, ,69702,4,LARCENY-ALL OTHER UNDER $500                      ,1907,BIDDLE,61,,,1901,BIDDLE,0,0
20-055234,2020-12,12/7/2020 19:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4275,MAFFITT,57,,,4275,MAFFITT,0,0
20-055210,2020-12,12/7/2020 19:50,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA                        ,5735,TERRY,50,,,5735,TERRY,0,0
20-055243,2020-12,12/7/2020 20:00,Y, , ,1, ,64701,1,LARCENY-FROM MTR VEH UNDER $500                   ,3921,HOLLY HILLS,3,,,3921,HOLLY HILLS,0,0
20-055207,2020-12,12/7/2020 20:08,Y, , ,1, ,10000,6,HOMICIDE                                          ,4561,ALICE,68,,,4561,ALICE,0,0
20-055203,2020-12,12/7/2020 20:29,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,617,BATES,1,,,617,BATES,0,0
20-055346,2020-12,12/7/2020 21:15,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,4656,VIRGINIA,16,,,4656,VIRGINIA,0,0
20-055209,2020-12,12/7/2020 21:50,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,5719,PAMPLIN,76,,,5719,PAMPLIN,0,0
20-055318,2020-12,12/7/2020 22:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500                  ,726,DOVER,1,,,726,DOVER,0,0
20-055292,2020-12,12/7/2020 22:30,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500                  ,4996,OLEATHA,14,,,4996,OLEATHA,0,0
20-055232,2020-12,12/7/2020 22:30,Y, , ,1, ,73413,1,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,4553,ADKINS,5,,,4553,ADKINS,0,0
20-055213,2020-12,12/7/2020 23:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",4249,,17,,,4249,MICHIGAN,0,0
20-055360,2020-12,12/8/2020 0:00,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,,18,,,,,0,0
20-055214,2020-12,12/8/2020 0:01,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1901,LOUIS,60,,,1901,ST LOUIS,0,0
20-055214,2020-12,12/8/2020 0:01,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,1901,LOUIS,60,,,1901,ST LOUIS,0,0
20-055217,2020-12,12/8/2020 0:40,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3960,EVANS,56,,,,,0,0
20-055226,2020-12,12/8/2020 1:03,Y, , ,1, ,43202,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE      ,3700,UNION,70,Phillips 66,,,,0,0
20-055226,2020-12,12/8/2020 1:03,Y, , ,1, ,43202,6,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE      ,3700,UNION,70,Phillips 66,,,,0,0
20-055284,2020-12,12/8/2020 1:53,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,2316,EUCLID,55,,,2316,EUCLID,0,0
20-055387,2020-12,12/8/2020 2:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",3763,FOREST PARK,37,,,3763,FOREST PARK,0,0
20-055218,2020-12,12/8/2020 2:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1421,TAYLOR,54,Apostle Church,,1421,TAYLOR,0,0
20-055239,2020-12,12/8/2020 2:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",1417,SULLIVAN,63,,,1417,SULLIVAN,0,0
20-055250,2020-12,12/8/2020 3:00,Y, , ,1, ,51321,5,BURGLARY-RESDNCE/UNK TIM/UNLW EN/OCCUPIED         ,3401,GOODFELLOW,50,Hillvale Apt,,3401,GOODFELLOW,0,0
20-055220,2020-12,12/8/2020 3:40,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500                   ,1421,TAYLOR,54,,,1421,TAYLOR,0,0
20-055224,2020-12,12/8/2020 5:25,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5629,ENRIGHT,48,,,5629,ENRIGHT,0,0
20-055236,2020-12,12/8/2020 5:50,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,8430,HALL,74,Phillips 66 Gas Station,,,,0,0
20-055744,2020-12,12/8/2020 6:30,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999              ",5837,SOUTHWEST,13,,,5837,SOUTHWEST,0,0
20-055265,2020-12,12/8/2020 6:45,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2225,SIDNEY,22,,,,,0,0
20-055238,2020-12,12/8/2020 7:28,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,60,,,,,0,0
20-055736,2020-12,12/8/2020 8:00,Y, , ,1, ,51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,5967,RIDGE,78,,,5967,RIDGE,0,0
20-055241,2020-12,12/8/2020 8:20,Y, , ,1, ,43016,5,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC           ,4145,,58,,,4145,C D BANKS,0,0
20-055316,2020-12,12/8/2020 8:30,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5216,CHIPPEWA,7,,,5216,CHIPPEWA,0,0
20-055245,2020-12,12/8/2020 8:31,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4431,DEWEY,16,,,4431,DEWEY,0,0
20-055248,2020-12,12/8/2020 8:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,81,,,,,0,0
20-055570,2020-12,12/8/2020 9:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,5579,CHAMBERLAIN,48,,,5579,CHAMBERLAIN,0,0
20-055294,2020-12,12/8/2020 9:00,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",5704,NATURAL BRIDGE,50,,,5704,NATURAL BRIDGE,0,0
20-055252,2020-12,12/8/2020 10:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,5364,MARTIN LUTHER KING,78,,,5364,DR MARTIN LUTHER KING,0,0
20-056967,2020-12,12/8/2020 10:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,,,22,,,,,0,0
20-055413,2020-12,12/8/2020 10:00,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,890,NASSAU,74,,,890,NASSAU,0,0
20-055314,2020-12,12/8/2020 10:00,Y, , ,1, ,41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC           ,5424,PLOVER,72,,,5424,PLOVER,0,0
20-055314,2020-12,12/8/2020 10:00,Y, , ,1, ,41024,6,ASSLT-AGGRAV-FIREARM-1ST-CHILD-DOMESTIC           ,5424,PLOVER,72,,,5424,PLOVER,0,0
20-055416,2020-12,12/8/2020 10:13,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,20,GRAND,37,,,3722,LACLEDE,0,0
20-055272,2020-12,12/8/2020 10:30,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1604,SEMPLE,50,,,1604,SEMPLE,0,0
20-055271,2020-12,12/8/2020 10:48,Y, , ,1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3313,WISCONSIN,22,,,3300,WISCONSIN,0,0
20-055279,2020-12,12/8/2020 10:50,Y, , ,1, ,266510,1,PUBLIC ORDER-TRESPASSING                          ,,BROADWAY,17,Family Dollar,,,,0,0
20-055392,2020-12,12/8/2020 11:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5969,SHULTE,74,,,5900,SHULTE,0,0
20-055287,2020-12,12/8/2020 12:00,Y, , ,1, ,43203,1,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE      ,7910,MINNESOTA,2,,,,,0,0
20-055481,2020-12,12/8/2020 12:00,Y, , ,1, ,152200,2,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,4487,HUNT,39,,,4487,HUNT,0,0
20-055298,2020-12,12/8/2020 12:30,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,,,20,,,,,0,0
20-055332,2020-12,12/8/2020 12:30,Y, , ,1, ,67701,2,LARCENY-FROM BUILDING UNDER $500                  ,60,HAMPTON VILLAGE,7,SCHNUCKS,,60,HAMPTON VILLAGE,0,0
20-055298,2020-12,12/8/2020 12:30,Y, , ,1, ,91303,3,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY           ,,,20,,,,,0,0
20-055302,2020-12,12/8/2020 13:00,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1939,SULLIVAN,63,,,1939,SULLIVAN,0,0
20-055297,2020-12,12/8/2020 13:13,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3846,GRAND,16,Family Dollar,,3846,GRAND,0,0
20-055309,2020-12,12/8/2020 13:27,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500                  ,4511,KINGSHIGHWAY,7,African Naturals,,4511,KINGSHIGHWAY,0,0
20-055771,2020-12,12/8/2020 13:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,400,KINGSHIGHWAY,38,St. Louis Children’s Hospital,,400,KINGSHIGHWAY,0,0
20-055326,2020-12,12/8/2020 13:48,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,2315,KINGSHIGHWAY,13,Walgreen,,2315,KINGSHIGHWAY,0,0
20-055350,2020-12,12/8/2020 14:00,Y, , ,1, ,41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3729,MINNESOTA,19,,,3729,MINNESOTA,0,0
20-055324,2020-12,12/8/2020 14:00,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,5014,NEWPORT,5,,,5014,NEWPORT,0,0
20-055303,2020-12,12/8/2020 14:00,Y, , ,1, ,183999,5,DRUGS-SALE/OTHR UNSPEC DRUG                       ,4700,LEDUC,55,,,4700,LEDUC,0,0
20-055430,2020-12,12/8/2020 15:00,Y, , ,1, ,71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,1423,LOCUST,36,,,1423,LOCUST,0,0
